0.0016	150.	10	-8.89	-8.81	-8.4
0.0080  150.    10	-8.17	-8.1	-7.9
0.0400	150.	10	-7.17	-7.325	-7.2
0.0800  150.    10	-6.91	-6.99	-6.87
0.16	150.	10	-6.705	-6.705	-6.57
0.24	150.	10.	-6.43	-6.43	-6.43
0.32	150.	10.	-6.25	-6.25	-6.25
0.4	150.	10.	-6.16	-6.16	-6.16
7.437	150.	10.	-4.75	-4.75	-4.75
0.0032	125.	10.	-8.58	-8.58	-8.23
0.0158	125.	10.	-7.89	-7.89	-7.67
0.0790	125.	10.	-7.08	-7.08	-6.955
0.1580	125.	10.	-6.79	-6.79	-6.755
0.316	125.	10.	-6.45	-6.45	-6.43
0.474	125.	10.	-6.155	-6.155	-6.155
0.632	125.	10.	-6.0	-6.0	-6.0
0.79	125.	10.	-5.916	-5.916	-5.916
11.46	125.	10.	-4.65	-4.65	-4.65
0.0065	100.	10	-8.43	-8.37	-8.16
0.0326  100.    10	-7.43	-7.55	-8.00
0.1629	100.	10	-6.68	-6.87	-6.9
0.3260  100.    10	-6.5	-7.01	-6.5
0.652	100.	10.	-6.225	-6.225	-6.25
0.978	100.	10.	-5.95	-5.95	-5.95
1.304	100.	10.	-5.76	-5.76	-5.76
1.63	100.	10.	-5.65   -5.65	-5.65
18.39	100.	10.	-4.5	-4.5	-4.5
0.00884	90.	10.	-8.28	-8.28	-8.13
0.04421	90.	10.	-7.46	-7.46	-8.04
0.22104	90.	10.	-6.74	-6.74	-6.75
0.44210	90.	10.	-6.43	-6.43	-6.5
0.8842	90.	10.	-6.146	-6.146	-6.0
1.3263	90.	10.	-5.8	-5.8	-5.8
1.7684	90.	10.	-5.64	-5.64	-5.64
2.2105	90.	10.	-5.51	-5.51	-5.51
22.587	90	10.	-4.44	-4.44	-4.44
0.0143  75.     10	-8.22	-8.16	-8.04
0.0716  75.     10	-7.25	-7.35	-7.8
0.3580	75.	10	-6.825	-7.27	-6.55
0.7161	75.	10	-6.4	-6.99	-6.212
1.4322	75.	10	-6.03	-6.03	-5.825
2.148	75.	10.	-5.6	-5.6	-5.6
2.864	75.	10.	-5.47	-5.47	-5.47
3.58	75.	10.	-5.37	-5.37	-5.37
31.49	75.	10.	-4.635	-4.635	-4.635
0.02417	60.	10.	-7.92	-7.92	-8.2
0.12083	60.	10.	-7.21	-7.21	-7.84
0.60415	60.	10.	-6.74	-6.74	-6.625
1.20830	60.	10.	-6.43	-6.43	-6.05
2.4166	60.	10.	-5.91	-5.91	-5.66
3.6249	60.	10.	-5.6	-5.6	-5.6
4.8332	60.	10.	-5.3	-5.3	-5.3
6.0415	60.	10.	-5.24	-5.24	-5.24
45.73	60.	10.	-4.33	-4.33	-4.33
0.0354	50.	10	-7.833	-7.88	-8.34
0.1771  50.     10	-7.33	-7.39	-8.00
0.8855	50.	10	-6.72	-7.2	-6.75
1.7710	50.	10	-6.55	-7.05	-6.5
3.542	50.	10	-5.85	-5.85	-5.74
5.313	50.	10.	-5.6	-5.6	-5.6
7.084	50.	10.	-5.4	-5.4	-5.4
8.855	50.	10.	-5.3	-5.3	-5.3
60.65	50.	10.	-4.35	-4.35	-4.35
0.0540	40.	10	-7.98	-8.00	-8.59
0.2704	40.	10	-7.68	-7.65	-8.15
1.3520	40.	10	-7.06	-7.45	-7.5
2.7040	40.	10	-6.62	-7.45	-7.25
5.408	40.	10.	-6.2	-6.2	-6.2
8.112	40.	10.	-6.13	-6.13	-6.13
10.816	40.	10.	-5.65	-5.65	-5.65
13.52	40.	10.	-5.65	-5.65	-56.5
83.790	40.	10.	-4.67	-4.67	-4.67
0.0881	30.	10	-8.245	-8.26	-9.00
0.4403	30.	10	-8.00	-8.00	-8.66
2.2015	30.	10	-7.844	-7.7	-8.05
4.4030	30.	10	-7.46	-7.47	-7.60
8.806	30.	10.	-7.5	-7.5	-7.5
13.209	30.	10.	-7.4	-7.4	-7.4
17.612	30.	10.	-7.2	-7.2	-7.2
22.015	30.	10.	-7.2	-7.2	-7.2
123.47	30.	10.	-6.	-6.	-6.
0.1613	20.	10	-8.84	-8.85	-10.0
0.80673	20.	10	-8.37	-8.58	-9.5
4.03365	20.	10.	-8.35	-8.37	-9.25
8.0673	20.	10.	-8.3	-8.265	-8.9
16.1346	20.	10.	-8.152	-8.152	-8.33
24.2019	20.	10.	-7.5	-7.5	-7.5
32.2692	20.	10.	-7.8	-7.8	-7.8
40.3365	20.	10.	-8.1	-8.1	-8.1
204.68	20.	10.	-7.5	-7.5	-6.5
0.23775	15.	10.	-9.52	-9.55	-10.5
1.18876	15.	10.	-9.22	-9.25	-10.5
5.94383	15.	10.	-8.89	-8.925	-10.09
11.8876	15.	10.	-8.80	-8.82	-9.914
23.7752	15.	10.	-8.71	-8.71	-9.27
35.6628	15.	10.	-9.76	-9.76	-9.76
47.5504	15.	10.	-9.7	-9.7	-9.7
59.438	15.	10.	-9.7	-9.7	-9.7
0.3941	10.	10.	-10.0	-11.4	-10.5
1.9707	10.	10.	-10.0	-10.58	-10.63
9.8534	10.	10.	-10.05	-10.065	-11.7
19.707	10.	10.	-10.00	-10.0	-11.2
39.414	10.	10.	-9.86	-10.0	-10.6
59.121	10.	10.	-12.	-12.	-12
78.828	10.	10.	-12.	-12.	-12.
98.535	10.	10.	-12.	-12.	-12.
0.8712	5.	10.	-10.9	-11.72	-13.0
4.3559	5.	10.	-10.88	-12.8	-13.0
21.779	5.	10.	-11.54	-12.05	-13.0
43.559	5.	10.	-12.2	-12.05	-13.0
87.118	5.	10.	-11.	-11.	-13.0
130.677	5.	10.	-12.	-12.	-12.
174.236	5.	10.	-12.	-12.	-12.
217.795	5.	10.	-12.	-12.	-12.
1.5112	3.	10.	-10.24	-10.46	-13.0
7.5561	3.	10.	-10.4	-12.7	-13.0
37.780	3.	10.	-10.59	-11.0	-13.0
75.561	3.	10.	-11.8	-11.5	-13.0
151.122	3.	10.	-11.5	-11.5	-13.0
226.683	3.	10.	-12.	-12.	-12.
302.244	3.	10.	-12.	-12.	-12.
377.805	3.	10.	-12.	-12.	-12.
4.7186	1.	10.	-10.07	-11.5	-13.0
23.59	1.	10.	-10.22	-11.57	-13.0
117.97	1.	10.	-11.08	-12.37	-13.0
235.934	1.	10.	-11.22	-12.0	-13.0
471.868	1.	10.	-11.5	-11.5	-13.0
707.7	1.	10.	-12.	-12.	-12.
943.6	1.	10.	-12.	-12.	-12.
1179.5	1.	10.	-12.	-12.	-12.
