0.0016	150.	1000	-8.99	-8.85	-8.216
0.0080  150.    1000	-8.30	-8.163	-7.489
0.0400	150.	1000	-7.55	-7.455	-6.88
0.0800  150.    1000	-7.27	-7.165	-6.69
0.16	150.	1000	-6.83	-6.83	-6.398
0.24	150.	1000.	-6.3	-6.3	-6.3
0.32	150.	1000.	-6.12	-6.12	-6.12
0.4	150.	1000.	-6.04	-6.04	-6.04
7.437	150.	1000.	-4.76	-4.76	-4.76
0.0032  125.    1000.   -8.65	-8.65	-7.996
0.0158  125.    1000.   -7.93	-7.93	-7.31
0.0790  125.    1000.   -7.25	-7.25	-6.77
0.1580  125.    1000.   -6.834	-6.834	-6.487
0.316	125.	1000.	-6.6	-6.6	-6.252
0.474	125.	1000.	-6.05	-6.05	-6.05
0.632	125.	1000.	-5.95	-5.95	-5.95
0.79	125.	1000.	-5.84	-5.84	-5.84
11.46	125.	1000.	-4.64	-4.64	-4.64
0.0065	100.	1000	-8.59	-8.425	-7.75
0.0326  100.    1000	-7.86	-7.72	-7.15
0.1629	100.	1000	-6.9	-6.92	-6.58
0.3260  100.    1000	-6.58	-6.615	-6.345
0.652	100.	1000	-6.34	-6.34	-6.03
0.978	100.	1000.	-5.85	-5.85	-5.85
1.304	100.	1000.	-5.71	-5.71	-5.71
1.63	100.	1000.	-5.61	-5.61	-5.61
18.394	100.	1000.	-4.5	-4.5	-4.5
0.00884 90.     1000.	-8.33	-8.33	-7.663
0.04421 90.     1000.	-7.64	-7.64	-7.13
0.22104 90.     1000.	-6.836	-6.836	-6.526
0.44210 90.     1000.	-6.49	-6.49	-6.254
0.8842	90.	1000.	-6.18	-6.18	-5.93
1.3263	90.	1000.	-5.75	-5.75	-5.75
1.7684	90.	1000.	-5.62	-5.62	-5.62
2.2105	90.	1000.	-5.52	-5.52	-5.52
22.587	90.	1000.	-4.44	-4.44	-4.44
0.0143  75.     1000	-8.32	-8.19	-7.62
0.0716  75.     1000	-7.66	-7.49	-7.0156
0.3580	75.	1000	-6.54	-6.68	-6.424
0.7161	75.	1000	-6.23	-6.33	-6.3 
1.4322	75.	1000	-6.05	-6.05	-5.77
2.148	75.	1000.	-5.6	-5.6	-5.6
2.864	75.	1000.	-5.48	-5.48	-5.48
3.58	75.	1000.	-5.38	-5.38	-5.38
31.491	75.	1000.	-4.33	-4.33	-4.33
0.02417	60.	1000.	-8.075	-8.075	-7.506
0.12083 60.     1000.	-7.27	-7.27	-6.92
0.60415 60.     1000.	-6.5	-6.5	-6.32
1.20830	60.	1000.	-6.22	-6.22	-5.96
2.4166	60.	1000.	-5.93	-5.93	-5.64
3.6249	60.	1000.	-5.46	-5.46	-5.46
4.833	60.	1000.	-5.33	-5.33	-5.33
6.0415	60.	1000.	-5.23	-5.23	-5.23
45.734	60.	1000.	-4.25	-4.25	-4.25
0.0354	50.	1000	-8.13	-8.00	-7.515
0.1771  50.     1000	-7.19	-7.19	-6.963
0.8855	50.	1000	-6.53	-6.58	-6.3
1.7710	50.	1000	-6.04	-6.33	-6.17
3.542	50.	1000	-5.84	-5.84	-5.6
5.313	50.	1000.	-5.36	-5.36	-5.36
7.084	50.	1000.	-5.27	-5.27	-5.27
8.855	50.	1000.	-5.12	-5.12	-5.12
60.65	50.	1000.	-4.2	-4.2	-4.2
0.0540	40.	1000	-8.00	-7.88	-7.4
0.2704	40.	1000	-7.16	-7.19	-7.06
1.3520	40.	1000	-6.74	-6.78	-6.53
2.7040	40.	1000	-6.35	-6.54	-7.
5.408	40.	1000	-5.45	-5.45	-5.45
8.112	40.	1000.	-5.27	-5.27	-5.27
10.816	40.	1000.	-5.1	-5.1	-5.1
13.52	40.	1000.	-5.05	-5.05	-5.05
83.79	40.	1000.	-4.18	-4.18	-4.18
0.0881	30.	1000	-7.724	-7.75	-7.626
0.4403	30.	1000	-7.39	-7.4	-7.29
2.2015	30.	1000	-7.11	-7.105	-6.95
4.4030	30.	1000	-6.8	-6.95	-6.74
8.806	30.	1000.	-6.	-6.	-6.
13.209	30.	1000.	-5.25	-5.25	-5.25
17.612	30.	1000.	-5.66	-5.66	-5.66
22.015	30.	1000.	-5.4	-5.4	-5.4
123.47	30.	1000.	-4.5	-4.5	-4.5
0.1613	20.	1000	-8.08	-8.088	-8.011
0.80673	20.	1000	-7.89	-7.89	-7.84
4.03365	20.	1000.	-7.64	-7.69	-7.59
8.0673	20.	1000.	-7.57	-7.59	-7.42
16.1346	20.	1000.	-7.28	-7.28	-7.29
24.2019	20.	1000.	-7.15	-7.15	-7.15
32.2692	20.	1000.	-6.85	-6.85	-6.85
40.3365	20.	1000.	-6.4	-6.4	-6.4
204.682	20.	1000.	-6.	-6.	-6.
0.23775	15.	1000.	-8.43	-8.455	-8.37
1.18876	15.	1000.	-8.22	-8.23	-8.19
5.94383	15.	1000.	-8.06	-8.08	-8.03
11.8876	15.	1000.	-8.00	-8.01	-7.94
23.7752	15.	1000.	-7.9	-7.9	-7.90
35.6628	15.	1000.	-7.2	-7.2	-7.2
47.5504	15.	1000.	-7.	-7.	-7.
59.438	15.	1000.	-6.9	-6.9	-6.9
0.3941	10.	1000.	-9.40	-9.39	-9.33
1.9707	10.	1000.	-9.15	-9.17	-9.06
9.8534	10.	1000.	-8.97	-8.94	-8.85
19.707	10.	1000.	-8.74	-8.74	-8.74
39.414	10.	1000.	-8.8	-8.8	-8.8
59.121	10.	1000.	-8.8	-8.8	-8.8
78.828	10.	1000.	-8.8	-8.8	-8.8	
98.535	10.	1000.	-8.8	-8.8	-8.8
0.87117	5.	1000.	-14.0	-12.7	-10.5
4.35588	5.	1000.	-13.76	-13.15	-10.64
21.7794	5.	1000.	-13.20	-12.87	-11.5
43.5589	5.	1000.	-12.7	-12.88	-11.33
87.1178	5.	1000.	-10.84	-10.84	-11.14
130.676	5.	1000.	-10.84	-10.84	-11.14
174.23	5.	1000.	-10.84	-10.84	-11.14
217.794	5.	1000.	-10.84	-10.84	-11.14
1.5112	3.	1000.	-11.37	-11.37	-10.4
7.5561	3.	1000.	-10.95	-10.95	-10.68
37.780	3.	1000.	-10.35	-10.35 	-11.55
75.561	3.	1000.	-10.00	-10.00	-11.2
151.122	3.	1000.	-12.	-12.	-11.0
226.683	3.	1000.	-12.	-12.	-11.0
302.24	3.	1000.	-12.	-12.	-11.0
377.805	3.	1000.	-12.	-12.	-11.0
4.7186	1.	1000.	-12.4	-12.4	-12.0
23.483	1.	1000.	-10.5	-10.5	-12.0
117.97	1.	1000.	-10.26	-10.26	-12.0
234.83	1.	1000.	-10.00	-10.00	-12.0
469.66	1.	1000.	-14.0	-14.0	-12.0
704.49	1.	1000.	-14.0	-14.0	-12.0
939.32	1.	1000.	-14.0	-14.0	-12.0
1174.15	1.	1000.	-14.0	-14.0	-12.0
