0.0016	150.	10000	-8.96	-8.85	-6.98
0.0080  150.    10000	-8.40	-8.28	-6.24
0.0400	150.	10000	-8.47	-7.59	-7.31
0.0800  150.    10000	-8.18	-7.23	-7.16
0.16	150.	10000	-6.96	-6.96	-6.8
0.24	150.	10000	-6.65	-6.65	-6.65
0.32	150.	10000.	-6.27	-6.27	-6.27
0.4	150.	10000.	-6.2	-6.2	-6.2
7.4376	150.	10000.	-4.7	-4.7	-4.7
0.0032  125.    10000.	-8.65	-8.65	-6.75
0.0158  125.    10000.	-8.07	-8.07	-7.82
0.0790  125.    10000.	-7.81	-7.81	-7.23
0.1580  125.    10000.	-7.69	-7.69	-6.945
0.316   125.    10000.	-7.69	-7.69	-6.60
0.474	125	10000.	-6.6	-6.6	-6.6
0.632	125	10000.	-5.91	-5.91	-5.91
0.79	125	10000.	-5.83	-5.83	-5.83
11.46	125.	10000.	-4.57	-4.57	-4.57
0.0065	100.	10000	-8.715	-8.55	-6.7
0.0326  100.    10000	-8.758	-7.86	-7.62
0.1629	100.	10000	-7.89	-7.6	-6.98
0.3260  100.    10000	-7.48	-7.27	-6.68
0.652	100.	10000	-6.36	-6.36	-6.188
0.978	100.	10000.	-6.0	-6.0	-6.0
1.304	100.	10000.	-5.66	-5.66	-5.66	
1.63	100.	10000.	-5.59	-5.59	-5.59
18.394	100.	10000.	-4.4	-4.4	-4.4
0.00884 90.     10000.	-8.46	-8.46	-8.22
0.04421	90	10000.	-8.64	-8.298	-7.48
0.22104	90	10000.	-7.49	-7.49	-6.93
0.44210	90	10000.	-7.05	-7.05	-6.54
0.8842	90	10000.	-6.016	-6.016	-6.016
1.3263	90.	10000.	-5.9	-5.9	-5.9
1.7684	90.	10000.	-5.56	-5.56	-5.56
2.2105	90.	10000.	-5.5	-5.5	-5.5
22.587	90.	10000.	-4.38	-4.38	-4.38
0.0143  75.     10000	-8.056	-8.056	-8.056
0.0716  75.     10000	-7.5	-7.5	-7.5
0.3580	75.	10000	-6.55	-6.55	-6.55
0.7161	75.	10000	-6.35	-6.35	-6.35
1.4322	75.	10000.	-6.06	-6.06	-5.99
2.148	75.	10000.	-5.9	-5.9	-5.9
2.864	75.	10000.	-5.4	-5.4	-5.4
3.58	75.	10000.	-5.3	-5.3	-5.3
31.49	75.	10000.	-4.285	-4.285	-4.285
0.02417	60.	10000.	-8.186	-8.186	-8.00
0.12083 60.     10000.	-7.84	-7.84	-7.485
0.60415	60.	10000.	-7.22	-7.22	-6.625
1.20830	60.	10000.	-6.5	-6.5	-6.5
2.4166	60.	10000.	-5.9	-5.9	-5.9
3.6249	60.	10000.	-5.75	-5.75	-5.75
4.8332	60.	10000.	-5.2	-5.2	-5.2
6.0415	60.	10000.	-5.17	-5.17	-5.17
45.734	60.	10000.	-4.19	-4.19	-4.19
0.0354	50.	10000	-9.03	-8.4	-7.95
0.1771  50.     10000	-7.965	-7.84	-7.53
0.8855	50.	10000	-7.33	-7.08	-6.83
1.7710	50.	10000	-7.07	-6.94	-6.69
3.542	50.	10000	-6.57	-6.57	-5.86
5.313	50.	10000.	-5.66	-5.66	-5.66
7.084	50.	10000.	-5.14	-5.14	-5.14
8.855	50.	10000.	-5.06	-5.06	-5.06
60.65	50.	10000.	-4.14	-4.14	-4.14
0.0540	40.	10000	-8.66	-8.47	-7.97
0.2704	40.	10000	-7.92	-7.86	-7.65
1.3520	40.	10000	-7.4	-6.644	-7.15
2.7040	40.	10000	-7.25	-6.46	-6.89
5.408	40.	10000.	-6.2	-6.2	-6.16
8.112	40.	10000.	-5.65	-5.65	-5.65
10.816	40.	10000.	-5.2	-5.2	-5.2
13.52	40.	10000.	-5.	-5.	-5.
83.790	40.	10000.	-4.09	-4.09	-4.09
0.0881	30.	10000	-8.614	-8.47	-8.11
0.4403	30.	10000	-7.85	-7.88	-7.79
2.2015	30.	10000	-7.76	-6.84	-7.42	
4.4030	30.	10000	-7.6	-6.70	-7.00	
8.806	30.	10000.	-6.57	-6.57	-6.67	
13.209	30.	10000.	-6.1	-6.1	-6.1
17.612	30.	10000.	-6.5	-6.5	-6.5
22.015	30.	10000.	-6.5	-6.5	-6.5
123.47	30.	10000.	-4.3	-4.3	-4.3
0.1613	20.	10000	-8.18	-8.54	-8.311
0.80673	20.	10000	-8.3	-8.08	-7.60	
4.03365	20.	10000.	-8.058	-8.03	-7.25	
8.0673	20.	10000.	-8.00	-7.87	-7.06	
16.1346	20.	10000.	-7.83	-7.83	-6.97	
24.2019	20.	10000.	-6.96	-6.96	-6.96
32.2692	20.	10000.	-6.7	-6.7	-6.7	
40.3365	20.	10000.	-6.3	-6.3	-6.3
204.68	20.	10000.	-5.8	-5.8	-5.8
0.23775	15.	10000.	-8.90	-8.84	-8.8
1.18876	15.	10000.	-8.54	-8.4	-7.6	
5.94383	15.	10000.	-8.45	-8.52	-7.7	
11.8876	15.	10000.	-8.53	-8.33	-7.5
23.7752	15.	10000.	-8.26	-8.26	-7.4
35.6628	15.	10000.	-7.2	-7.2	-7.2
47.5504	15.	10000.	-7.	-7.	-7.
59.438	15.	10000.	-6.9	-6.9	-6.9
0.3941	10.	10000.	-9.22	-8.91	-9.3
1.9707	10.	10000.	-8.94	-8.79	-8.76
9.8534	10.	10000.	-8.91	-9.00	-8.79
19.707	10.	10000.	-8.88	-9.05	-8.85
39.414	10.	10000.	-8.9	-8.9	-8.80
59.121	10.	10000.	-8.33	-8.33	-8.33
78.828	10.	10000.	-8.1	-8.1	-8.1
98.535	10.	10000.	-7.86	-7.86	-7.86
0.8712	5.	10000.	-9.37	-9.30	-9.2
4.3559	5.	10000.	-9.37	-9.30	-9.30	
21.779	5.	10000.	-9.12	-9.30	-9.30	
43.559	5.	10000.	-9.33	-9.20	-9.20	
87.118	5.	10000.	-9.33	-9.20	-9.20	
130.677	5.	10000.	-9.33	-9.20	-9.20	
174.236	5.	10000.	-9.33	-9.20	-9.20	
217.795	5.	10000.	-9.33	-9.20	-9.20	
1.5112	3.	10000.	-9.67	-9.73	-9.69
7.5561	3.	10000.	-9.64	-9.47	-9.75
37.780	3.	10000.	-10.	-9.95	-10.19
75.561	3.	10000.	-10.	-10.0	-9.76
151.122	3.	10000.	-10.2	-10.2	-9.576
226.683	3.	10000.	-10.2	-10.2	-9.576
302.24	3.	10000.	-10.2	-10.2	-9.576
377.805	3.	10000.	-10.2	-10.2	-9.576
4.7186	1.	10000.	-9.89	-10.4	-10.38
23.593	1.	10000.	-9.89	-10.08	-9.85
117.97	1.	10000.	-9.89	-10.08	-9.95
235.93	1.	10000.	-9.89	-10.08	-9.84
471.86	1.	10000.	-10.5	-10.5	-9.74
707.79	1.	10000.	-10.5	-10.5	-9.74
943.72	1.	10000.	-10.5	-10.5	-9.74
1179.65	1.	10000.	-10.5	-10.5	-9.74
